TaxID	Taxon	Rank
TaxID_164451	Vulcanisaeta distributa	species
TaxID_2153484	Arthrospira sp. TJSD092	species
TaxID_1915310	Enterobacter cloacae complex sp. ECNIH7	species
TaxID_1420916	Marinobacter similis	species
TaxID_1636610	Pseudomonas sp. PONIH3	species
TaxID_1908	Streptomyces globisporus	species
TaxID_221027	Treponema putidum	species
TaxID_1472767	Lentibacillus amyloliquefaciens	species
TaxID_293089	Martelella mediterranea	species
TaxID_1778675	Chromobacterium rhizoryzae	species
TaxID_1448273	Streptococcus phage DCC1738	species
TaxID_413888	Caldicellulosiruptor hydrothermalis	species
TaxID_74033	Antarctobacter heliothermus	species
TaxID_35818	Helicobacter pullorum	species
TaxID_1977864	Candidatus Pelagibacter sp. RS39	species
TaxID_39775	Methylomicrobium album	species
TaxID_1536773	Paenibacillus sp. FSL R7-0331	species
TaxID_2080740	Corynebacterium sp. 2183	species
TaxID_76731	Roseateles depolymerans	species
TaxID_299262	Tateyamaria omphalii	species
TaxID_2162	Methanobacterium formicicum	species
TaxID_1709477	Pseudoalteromonas sp. R3	species
TaxID_10288	Choristoneura biennis entomopoxvirus	species
TaxID_1221500	Fictibacillus phosphorivorans	species
TaxID_2055	Gordonia terrae	species
TaxID_654	Aeromonas veronii	species
TaxID_2079791	Salinibacterium sp. CGMCC 1.16371	species
TaxID_1579316	Halocynthiibacter arcticus	species
TaxID_2487065	Chryseobacterium sp. G0201	species
TaxID_670	Vibrio parahaemolyticus	species
TaxID_1654926	Escherichia phage HY03	species
TaxID_1204534	Clostridium phage phiMMP02	species
TaxID_633807	Vagococcus penaei	species
TaxID_299146	Micromonospora narathiwatensis	species
TaxID_51229	Wigglesworthia glossinidia	species
TaxID_1215031	Bacillus thermocopriae	species
TaxID_75985	Mannheimia haemolytica	species
TaxID_2109558	Halobacteriovorax sp. BALOs_7	species
TaxID_1914895	Cronobacter virus GAP31	species
TaxID_2072414	Stenotrophomonas sp. ESTM1D_MKCIP4_1	species
TaxID_2161816	Tessaracoccus sp. Marseille-P5995	species
TaxID_1816218	Colwellia sp. PAMC 20917	species
TaxID_2015316	Bosea sp. AS-1	species
TaxID_363952	Comamonas thiooxydans	species
TaxID_260714	Campylobacter insulaenigrae	species
TaxID_1183377	Pyrococcus sp. ST04	species
TaxID_173824	Methanothermobacter phage psiM100	species
TaxID_76760	Pseudomonas rhodesiae	species
TaxID_67304	Streptomyces griseorubiginosus	species
TaxID_1985304	Citrobacter virus Moogle	species
TaxID_10713	Enterobacteria phage phi80	species
TaxID_1609966	Confluentimicrobium sp. EMB200-NS6	species
TaxID_40324	Stenotrophomonas maltophilia	species
TaxID_971	Selenomonas ruminantium	species
TaxID_37332	Nocardia seriolae	species
TaxID_264691	Trichormus variabilis	species
TaxID_53345	Enterococcus durans	species
TaxID_68223	Streptomyces katrae	species
TaxID_1855912	Luteitalea pratensis	species
TaxID_1499973	Escherichia marmotae	species
TaxID_908819	Flavobacterium phage FCL-2	species
TaxID_304895	Catenulispora acidiphila	species
TaxID_254	Chryseobacterium indoltheticum	species
TaxID_12643	Ectromelia virus	species
TaxID_1581557	Candidatus Methylopumilus planktonicus	species
TaxID_461876	Alkaliphilus oremlandii	species
TaxID_155978	Acaryochloris marina	species
TaxID_398	Rhizobium tropici	species
TaxID_556287	Candidatus Liberibacter solanacearum	species
TaxID_1740163	Burkholderia sp. Bp7605	species
TaxID_208479	[Clostridium] bolteae	species
TaxID_546	Citrobacter freundii	species
TaxID_2080742	Agromyces sp. 30A	species
TaxID_62320	Haloterrigena turkmenica	species
TaxID_151536	Lactococcus phage bIL286	species
TaxID_857312	Brochothrix phage A9	species
TaxID_2054915	Pseudomonas sp. 09C 129	species
TaxID_1982238	Arthrobacter virus Kitkat	species
TaxID_73141	Thiocystis violascens	species
TaxID_102116	Stanieria cyanosphaera	species
TaxID_2211106	Thiomicrorhabdus sp. HaS4	species
TaxID_2103230	Microbacterium sp. str. 'China'	species
TaxID_524	Acidiphilium cryptum	species
TaxID_1694	Bifidobacterium pseudolongum	species
TaxID_1986146	Desulfobulbus oralis	species
TaxID_1612	Lactobacillus farciminis	species
TaxID_85643	Thauera sp. MZ1T	species
TaxID_1611770	Pseudomonas sp. MRSN12121	species
TaxID_641107	Clostridium sp. DL-VIII	species
TaxID_1016987	Novosphingobium sp. THN1	species
TaxID_657445	Francisella noatunensis	species
TaxID_39960	Erythrobacter litoralis	species
TaxID_2496265	Jeotgalibaca sp. H21T32	species
TaxID_33871	Coriobacterium glomerans	species
TaxID_1982225	Brevibacillus virus Jenst	species
TaxID_32054	Calothrix parietina	species
TaxID_1844971	Curvibacter sp. AEP1-3	species
TaxID_399185	Staphylococcus virus PH15	species
TaxID_272131	Nostoc punctiforme	species
TaxID_195253	Synechococcus sp. PCC 6312	species
TaxID_1231000	Corynebacterium lactis	species
TaxID_211114	Allokutzneria albata	species
TaxID_1785995	Gemella sp. oral taxon 928	species
TaxID_1177574	Prevotella jejuni	species
TaxID_28262	Thermodesulfovibrio yellowstonii	species
TaxID_2183582	Salinimonas sp. HMF8227	species
TaxID_488731	Burkholderia seminalis	species
TaxID_2269374	Lactobacillus terrae	species
TaxID_359370	Microbulbifer sp. A4B17	species
TaxID_113653	Geoglobus ahangari	species
TaxID_68249	Streptomyces pactum	species
TaxID_1914202	Escherichia virus ECML134	species
TaxID_496874	Lactobacillus phage Lrm1	species
TaxID_2100	Mycoplasma hyorhinis	species
TaxID_158	Treponema denticola	species
TaxID_1147151	Enterobacteria phage mEp237	species
TaxID_2033437	Chitinophaga sp. MD30	species
TaxID_47671	Lautropia mirabilis	species
TaxID_370764	Microbacterium pygmaeum	species
TaxID_76517	Campylobacter hominis	species
TaxID_2058135	Olleya sp. Bg11-27	species
TaxID_393662	Congregibacter litoralis	species
TaxID_2086585	Christensenella sp. Marseille-P3954	species
TaxID_2109690	Lachnospiraceae bacterium Choco86	species
TaxID_69	Lysobacter enzymogenes	species
TaxID_2139	Spiroplasma clarkii	species
TaxID_35746	Haloferax gibbonsii	species
TaxID_442694	Xanthomonas perforans	species
TaxID_946334	Actinoplanes sp. OR16	species
TaxID_783	Rickettsia rickettsii	species
TaxID_1985327	Klebsiella virus PKO111	species
TaxID_658062	Candidatus Koribacter versatilis	species
TaxID_312883	Raphidiopsis curvata	species
TaxID_1987729	Bacillus virus Hakuna	species
TaxID_2319843	Hymenobacter sp. sh-6	species
TaxID_1636607	Aeromonas sp. ASNIH2	species
TaxID_1721	Corynebacterium callunae	species
TaxID_43263	Pseudomonas alcaligenes	species
TaxID_182710	Oceanobacillus iheyensis	species
TaxID_106592	Ensifer adhaerens	species
TaxID_38289	Corynebacterium jeikeium	species
TaxID_12417	Lactobacillus phage phiadh	species
TaxID_2203204	Streptomyces sp. WAC 01438	species
TaxID_1591088	Helicobacter himalayensis	species
TaxID_2259340	Paracoccus sp. SC2-6	species
TaxID_35252	Alcelaphine gammaherpesvirus 1	species
TaxID_1290	Staphylococcus hominis	species
TaxID_1179664	Mythimna separata entomopoxvirus	species
TaxID_1985722	Escherichia virus K30	species
TaxID_1945512	Cellvibrio sp. PSBB023	species
TaxID_2358479	Tenacibaculum sp. DSM 106434	species
TaxID_639310	Olleya aquimaris	species
TaxID_1108	Chloroflexus aurantiacus	species
TaxID_864178	Clostridium phage phiCD6356	species
TaxID_1542477	Prochlorococcus phage P-TIM68	species
TaxID_53946	Octadecabacter arcticus	species
TaxID_1503055	Burkholderia territorii	species
TaxID_1835254	Polynucleobacter duraquae	species
TaxID_85874	Thermacetogenium phaeum	species
TaxID_889453	Alkalitalea saponilacus	species
TaxID_2320140	Arcobacter sp. PSE-93	species
TaxID_139438	Geovibrio thiophilus	species
TaxID_1173270	Pseudomonas sp. R1-43-08	species
TaxID_1811193	Streptococcus pantholopis	species
TaxID_86622	Methanoculleus sp. MAB1	species
TaxID_84110	Slackia heliotrinireducens	species
TaxID_2072406	Stenotrophomonas sp. ZAC14D2_NAIMI4_6	species
TaxID_1864623	Enterobacter phage Tyrion	species
TaxID_758793	Burkholderia insecticola	species
TaxID_1572656	Ruminococcaceae bacterium CPB6	species
TaxID_159743	Paenibacillus terrae	species
TaxID_1862962	Lactococcus phage M6165	species
TaxID_717785	Hyphomicrobium sp. MC1	species
TaxID_2320858	Paenisporosarcina sp. K2R23-3	species
TaxID_401619	Candidatus Riesia pediculicola	species
TaxID_2316383	Thermoanaerobacterales bacterium SK-G1	species
TaxID_566270	Spodoptera litura nucleopolyhedrovirus II	species
TaxID_2163016	Vibrio sp. dhg	species
TaxID_290400	Jannaschia sp. CCS1	species
TaxID_1346287	Halomonas sp. A3H3	species
TaxID_1484118	Hymenobacter sp. PAMC 26628	species
TaxID_995	Solitalea canadensis	species
TaxID_1633874	Acetobacter oryzifermentans	species
TaxID_1849032	Arthrobacter sp. U41	species
TaxID_1442136	Ectothiorhodospira sp. BSL-9	species
TaxID_358	Agrobacterium tumefaciens	species
TaxID_2170729	Methyloceanibacter sp. wino2	species
TaxID_384	Rhizobium leguminosarum	species
TaxID_1217908	Octadecabacter antarcticus	species
TaxID_160660	Acidihalobacter prosperus	species
TaxID_394958	Clostridium taeniosporum	species
TaxID_29379	Staphylococcus auricularis	species
TaxID_82380	Microbacterium oxydans	species
TaxID_1842533	Acidovorax sp. RAC01	species
TaxID_44930	Natronobacterium gregoryi	species
TaxID_256729	Lymphocystis disease virus - isolate China	species
TaxID_552810	Dehalogenimonas lykanthroporepellens	species
TaxID_12402	Streptococcus phage EJ-1	species
TaxID_656178	Pandoraea vervacti	species
TaxID_2751	Carnobacterium maltaromaticum	species
TaxID_1898684	Pseudomonas sp. LPH1	species
TaxID_33991	Rickettsia montanensis	species
TaxID_84757	Beutenbergia cavernae	species
TaxID_750	Gallibacterium anatis	species
TaxID_73919	Thermaerobacter marianensis	species
TaxID_1796606	Cupriavidus nantongensis	species
TaxID_1697053	Oblitimonas alkaliphila	species
TaxID_2485839	Serratia sp. LS-1	species
TaxID_1049	Allochromatium vinosum	species
TaxID_62928	Azoarcus sp. BH72	species
TaxID_43990	Corynebacterium segmentosum	species
TaxID_1547899	Haloplanus sp. CBA1113	species
TaxID_191493	Corynebacterium sphenisci	species
TaxID_101385	Aequorivita sublithincola	species
TaxID_1274	Dermacoccus nishinomiyaensis	species
TaxID_2282310	Enterobacteriaceae bacterium w6	species
TaxID_1297617	Intestinimonas butyriciproducens	species
TaxID_2201	Methanofollis liminatans	species
TaxID_454171	Chthonomonas calidirosea	species
TaxID_1233873	Geobacillus sp. GHH01	species
TaxID_2003551	Cellulomonas sp. PSBB021	species
TaxID_39950	Dialister pneumosintes	species
TaxID_28227	Mycoplasma penetrans	species
TaxID_48296	Acinetobacter pittii	species
TaxID_84588	Synechococcus sp. WH 8102	species
TaxID_78541	Streptococcus virus Sfi11	species
TaxID_1356852	Hymenobacter sp. APR13	species
TaxID_1940790	Sedimentisphaera cyanobacteriorum	species
TaxID_76853	Solibacillus silvestris	species
TaxID_1853276	Neisseria sp. 10022	species
TaxID_348824	Rhizobium favelukesii	species
TaxID_1882682	Microvirga ossetica	species
TaxID_1605891	Lysobacter maris	species
TaxID_158899	Collimonas fungivorans	species
TaxID_199592	Microbacterium paraoxydans	species
TaxID_885867	Prochlorococcus phage P-SSP10	species
TaxID_82987	Tatumella ptyseos	species
TaxID_823	Parabacteroides distasonis	species
TaxID_240427	Lactobacillus paracollinoides	species
TaxID_1076550	Pantoea rwandensis	species
TaxID_261964	Kangiella koreensis	species
TaxID_206662	Streptomyces sp. FR-008	species
TaxID_712624	Streptococcus sp. oral taxon 064	species
TaxID_1837867	Escherichia phage UFV-AREG1	species
TaxID_1416012	Enterococcus phage IME_EF3	species
TaxID_84159	Magnetospirillum magneticum	species
TaxID_342113	Burkholderia oklahomensis	species
TaxID_214473	Staphylococcus nepalensis	species
TaxID_376219	Arthrospira sp. PCC 8005	species
TaxID_76759	Pseudomonas monteilii	species
TaxID_1696072	Microbacterium sp. CGR1	species
TaxID_1892404	Bacillus sp. ABP14	species
TaxID_53558	Mycoplasma edwardii	species
TaxID_1410606	Candidatus Nitrosopelagicus brevis	species
TaxID_2420300	Acinetobacter sp. FDAARGOS_493	species
TaxID_2478662	Acidovorax sp. 1608163	species
TaxID_710111	Frankia sp. QA3	species
TaxID_1863007	Shigella phage SHBML-50-1	species
TaxID_81479	Rhodoferax antarcticus	species
TaxID_1178778	Maribacter cobaltidurans	species
TaxID_42256	Rubrobacter radiotolerans	species
TaxID_914150	Kangiella geojedonensis	species
TaxID_1838064	Gordonia phage BritBrat	species
TaxID_1080068	Leptolyngbya sp. O-77	species
TaxID_1267768	Brevirhabdus pacifica	species
TaxID_762	Avibacterium volantium	species
TaxID_360911	Exiguobacterium sp. AT1b	species
TaxID_54120	Methanolacinia petrolearia	species
TaxID_891974	Plautia stali symbiont	species
TaxID_754	Pasteurella dagmatis	species
TaxID_1805950	Bacillus phage Nemo	species
TaxID_225992	Comamonas kerstersii	species
TaxID_522485	Campylobacter avium	species
TaxID_1174526	Wheat dwarf India virus	species
TaxID_1736	Eubacterium limosum	species
TaxID_629680	Brevibacterium sandarakinum	species
TaxID_2126069	Pseudomonas sp. LBUM920	species
TaxID_1914	Streptomyces lavendulae	species
TaxID_1336802	Nonlabens sp. Hel1_33_55	species
TaxID_32046	Synechococcus elongatus	species
TaxID_2057791	Enterococcus sp. CR-Ec1	species
TaxID_28110	Francisella philomiragia	species
TaxID_104623	Serratia sp. ATCC 39006	species
TaxID_756277	Synechococcus phage S-CBP2	species
TaxID_155866	Weissella soli	species
TaxID_1273751	Halovirus HHTV-2	species
TaxID_1349819	Aureimonas sp. AU20	species
TaxID_1647470	Gordonia phage GMA1	species
TaxID_115991	Escherichia virus RB43	species
TaxID_47858	Micromonospora echinofusca	species
TaxID_1660074	Campylobacter sp. RM8964	species
TaxID_216936	Spiroplasma diminutum	species
TaxID_531813	Pelagibacterium halotolerans	species
TaxID_216465	Polaromonas naphthalenivorans	species
TaxID_1850246	Lutibacter sp. LPB0138	species
TaxID_56458	Xanthomonas sacchari	species
TaxID_315405	Streptococcus gallolyticus	species
TaxID_1109743	Streptomyces sp. SCSIO 03032	species
TaxID_42443	Roseobacter litoralis	species
TaxID_85991	Chlamydia pecorum	species
TaxID_2382161	Halocella sp. SP3-1	species
TaxID_231455	Dyella japonica	species
TaxID_266951	Erythrobacter seohaensis	species
TaxID_268747	Prochlorococcus phage P-SSM4	species
TaxID_2209	Methanosarcina mazei	species
TaxID_1813821	Shigella sp. PAMC 28760	species
TaxID_29410	Synechococcus sp. WH 8103	species
TaxID_1652545	Arthrobacter sp. YC-RL1	species
TaxID_1950	Streptomyces peucetius	species
TaxID_42197	Actinosynnema pretiosum	species
TaxID_161899	Corynebacterium singulare	species
TaxID_2021234	Ahniella affigens	species
TaxID_1529068	Paracoccus sp. BM15	species
TaxID_265959	Komagataeibacter saccharivorans	species
TaxID_1881022	Streptomyces sp. 2114.2	species
TaxID_1582153	Clostridium phage phiCD481-1	species
TaxID_94254	Dyadobacter fermentans	species
TaxID_1469502	Burkholderiales bacterium GJ-E10	species
TaxID_181082	Emiliania huxleyi virus 86	species
TaxID_1712654	Thermococcus piezophilus	species
TaxID_1849967	Streptomyces sp. SAT1	species
TaxID_1829	Rhodococcus rhodochrous	species
TaxID_1229909	Candidatus Nitrosopumilus sediminis	species
TaxID_1571470	Rhizobium sp. ACO-34A	species
TaxID_649831	Actinoplanes sp. N902-109	species
TaxID_288965	Hungateiclostridium clariflavum	species
TaxID_28112	Tannerella forsythia	species
TaxID_335659	Bradyrhizobium sp. S23321	species
TaxID_134601	Mycolicibacterium goodii	species
TaxID_147268	Thiomicrospira cyclica	species
TaxID_359919	Spodoptera litura granulovirus	species
TaxID_1763534	Flavobacterium crassostreae	species
TaxID_259537	Dechloromonas aromatica	species
TaxID_1914854	Escherichia virus JES2013	species
TaxID_106	Runella slithyformis	species
TaxID_381751	Thermocrinis minervae	species
TaxID_28116	Bacteroides ovatus	species
TaxID_29442	Pseudomonas tolaasii	species
TaxID_1711	Cellulomonas flavigena	species
TaxID_56812	Shewanella frigidimarina	species
TaxID_62140	Acidiphilium multivorum	species
TaxID_1276	Kytococcus sedentarius	species
TaxID_504	Kingella kingae	species
TaxID_2259647	Raoultella sp. X13	species
TaxID_81459	Entomoplasma melaleucae	species
TaxID_482957	Burkholderia lata	species
TaxID_1236000	Klebsiella phage JD001	species
TaxID_1190451	Campylobacter virus CP21	species
TaxID_89059	Lactobacillus acidipiscis	species
TaxID_38310	Rhodococcus coprophilus	species
TaxID_1385592	Burkholderia sp. BDU8	species
TaxID_2420310	Streptococcus sp. FDAARGOS_522	species
TaxID_79601	Metallosphaera hakonensis	species
TaxID_1701257	Enterobacter phage phiEap-2	species
TaxID_754051	Vibrio phage pYD38-A	species
TaxID_1252	Leuconostoc carnosum	species
TaxID_1302659	Planococcus versutus	species
TaxID_1771959	Arthrobacter sp. ATCC 21022	species
TaxID_283686	Kosakonia radicincitans	species
TaxID_60550	Burkholderia pyrrocinia	species
TaxID_266812	Sphingorhabdus flavimaris	species
TaxID_878220	Chryseobacterium sp. StRB126	species
TaxID_69665	Caulobacter sp. FWC26	species
TaxID_49319	Rubrobacter xylanophilus	species
TaxID_1979159	Bat mumps rubulavirus	species
TaxID_246432	Staphylococcus equorum	species
TaxID_1207504	Burkholderia pseudomultivorans	species
TaxID_307467	Euproctis pseudoconspersa nucleopolyhedrovirus	species
TaxID_1980958	Klebsiella virus KpV475	species
TaxID_187452	Pediococcus claussenii	species
TaxID_305	Ralstonia solanacearum	species
TaxID_1168549	Salmonella phage vB_SosS_Oslo	species
TaxID_192073	Shewanella denitrificans	species
TaxID_1394	[Bacillus] caldolyticus	species
TaxID_526944	Tetragenococcus osmophilus	species
TaxID_1482	Virgibacillus halodenitrificans	species
TaxID_2214	Methanosarcina acetivorans	species
TaxID_1990687	Rhodococcus sp. S2-17	species
TaxID_1313	Streptococcus pneumoniae	species
TaxID_818	Bacteroides thetaiotaomicron	species
TaxID_1168034	Draconibacterium orientale	species
TaxID_2018067	Pseudomonas sp. FDAARGOS_380	species
TaxID_718217	cyanobacterium endosymbiont of Epithemia turgida	species
TaxID_1534110	Pseudomonas sp. DR 5-09	species
TaxID_1710	Cellulosimicrobium cellulans	species
TaxID_897	Desulfococcus multivorans	species
TaxID_1715989	Candidatus Nitrospira inopinata	species
TaxID_1914208	Yersinia virus D1	species
TaxID_192421	Planococcus maritimus	species
TaxID_1340425	Geobacter anodireducens	species
TaxID_421525	Chryseobacterium haifense	species
TaxID_1982901	Mycobacterium virus Acadian	species
TaxID_1385591	Burkholderia sp. BDU6	species
TaxID_1896961	Amycolatopsis sp. AA4	species
TaxID_29459	Brucella melitensis	species
TaxID_945	Ehrlichia chaffeensis	species
TaxID_1923095	Hubei picorna-like virus 16	species
TaxID_79880	Bacillus clausii	species
TaxID_44577	Nitrosomonas ureae	species
TaxID_1911685	Methanobacterium sp. MZ-A1	species
TaxID_1338	Streptococcus intermedius	species
TaxID_263437	Wolbachia endosymbiont of Culex quinquefasciatus	species
TaxID_40989	Saccharomonospora cyanea	species
